entity_id,entity_type,name,description,temperature_max,strength,conductivity,ph,salinity,source
mp-fallback-0169,material,TiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1561.05,789.78,5.087,,,Materials Project fallback (no API key)
mp-fallback-0170,material,Fe2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,939.35,909.54,70.199,,,Materials Project fallback (no API key)
mp-fallback-0171,material,ZnO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1224.82,712.64,33.938,,,Materials Project fallback (no API key)
mp-fallback-0172,material,SiC,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,1439.11,603.56,62.521,,,Materials Project fallback (no API key)
mp-fallback-0173,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1702.11,835.35,40.736,,,Materials Project fallback (no API key)
mp-fallback-0174,material,SiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1562.04,777.58,67.43,,,Materials Project fallback (no API key)
mp-fallback-0175,material,BN,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1304.0,415.8,74.789,,,Materials Project fallback (no API key)
mp-fallback-0176,material,SiC,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1745.17,419.25,0.179,,,Materials Project fallback (no API key)
mp-fallback-0177,material,ZnO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,400.9,159.81,60.803,,,Materials Project fallback (no API key)
mp-fallback-0178,material,Al2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1320.9,360.89,40.459,,,Materials Project fallback (no API key)
mp-fallback-0179,material,TiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,1135.03,315.72,46.302,,,Materials Project fallback (no API key)
mp-fallback-0180,material,BN,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,919.4,785.12,63.936,,,Materials Project fallback (no API key)
mp-fallback-0181,material,ZnO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,543.03,972.28,19.272,,,Materials Project fallback (no API key)
mp-fallback-0182,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,1489.99,906.07,54.977,,,Materials Project fallback (no API key)
mp-fallback-0183,material,TiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1129.33,208.03,1.949,,,Materials Project fallback (no API key)
mp-fallback-0184,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1097.63,210.49,40.805,,,Materials Project fallback (no API key)
mp-fallback-0185,material,SiC,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,1302.95,758.1,56.755,,,Materials Project fallback (no API key)
mp-fallback-0186,material,Fe2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1020.6,746.35,39.626,,,Materials Project fallback (no API key)
mp-fallback-0187,material,SiC,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,838.52,750.93,2.683,,,Materials Project fallback (no API key)
mp-fallback-0188,material,Al2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1145.79,585.06,20.577,,,Materials Project fallback (no API key)
mp-fallback-0189,material,SiC,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,853.36,772.36,51.589,,,Materials Project fallback (no API key)
mp-fallback-0190,material,Al2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,1446.44,209.11,64.307,,,Materials Project fallback (no API key)
mp-fallback-0191,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1030.4,706.25,1.543,,,Materials Project fallback (no API key)
mp-fallback-0192,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,533.91,322.38,8.804,,,Materials Project fallback (no API key)
mp-fallback-0193,material,SiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1170.32,157.29,9.16,,,Materials Project fallback (no API key)
mp-fallback-0194,material,BN,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,1667.67,531.99,23.281,,,Materials Project fallback (no API key)
mp-fallback-0195,material,BN,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,1091.66,393.03,37.786,,,Materials Project fallback (no API key)
mp-fallback-0196,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,1113.28,463.91,72.95,,,Materials Project fallback (no API key)
mp-fallback-0197,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1575.96,200.95,3.146,,,Materials Project fallback (no API key)
mp-fallback-0198,material,Fe2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,953.88,786.72,12.425,,,Materials Project fallback (no API key)
mp-fallback-0199,material,SiC,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1518.72,527.95,48.842,,,Materials Project fallback (no API key)
mp-fallback-0200,material,Al2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1397.68,608.25,43.6,,,Materials Project fallback (no API key)
mp-fallback-0201,material,SiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,848.03,695.05,50.674,,,Materials Project fallback (no API key)
mp-fallback-0202,material,Al2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,559.88,381.75,11.162,,,Materials Project fallback (no API key)
mp-fallback-0203,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1010.43,789.24,69.153,,,Materials Project fallback (no API key)
mp-fallback-0204,material,SiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,1008.93,300.56,21.389,,,Materials Project fallback (no API key)
mp-fallback-0205,material,Al2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,499.21,845.78,46.533,,,Materials Project fallback (no API key)
mp-fallback-0206,material,TiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,984.16,236.06,26.365,,,Materials Project fallback (no API key)
mp-fallback-0207,material,Fe2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,982.23,174.92,71.296,,,Materials Project fallback (no API key)
mp-fallback-0208,material,BN,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,577.54,785.53,6.562,,,Materials Project fallback (no API key)
mp-fallback-0209,material,ZnO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1794.74,647.56,3.773,,,Materials Project fallback (no API key)
mp-fallback-0210,material,SiC,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1534.07,497.09,78.346,,,Materials Project fallback (no API key)
mp-fallback-0211,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1543.97,596.03,49.955,,,Materials Project fallback (no API key)
mp-fallback-0212,material,SiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1361.88,961.01,25.749,,,Materials Project fallback (no API key)
mp-fallback-0213,material,SiC,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,424.03,833.44,35.642,,,Materials Project fallback (no API key)
mp-fallback-0214,material,ZnO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1508.13,347.89,7.654,,,Materials Project fallback (no API key)
mp-fallback-0215,material,Al2O3,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1314.25,568.43,54.072,,,Materials Project fallback (no API key)
mp-fallback-0216,material,TiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,856.24,302.46,28.089,,,Materials Project fallback (no API key)
mp-fallback-0217,material,ZnO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: semiconductor.,726.21,822.25,60.787,,,Materials Project fallback (no API key)
mp-fallback-0218,material,TiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1361.11,690.73,45.67,,,Materials Project fallback (no API key)
mp-fallback-0219,material,ZnO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: oxide.,1359.03,838.24,1.156,,,Materials Project fallback (no API key)
mp-fallback-0220,material,MgO,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: ceramic.,1271.23,764.0,41.266,,,Materials Project fallback (no API key)
mp-fallback-0221,material,SiO2,Synthetic stand-in for a Materials Project record because live API access is unavailable. Class: alloy-like surrogate.,1318.26,522.49,38.901,,,Materials Project fallback (no API key)
